Username,Rating,Komentar,Sentimen
s*****4,1,warna mocca dikirim coksudi packing tulis maaf mengganti warna konfirmasi pembelimengganti konfirmasi yg menjengkelkan aja sellernya,1
m*****5,2,barang sesuai pesan 180x200 160x200 itupun cuttingannya 150x200lain kali menjual barang jujur ya,1
sandi.inyoman,1,size panjangnya kekecilan dri 200cm ga kepasang penjual slow respon,0
r*****i,4,,1
n*****a,1,barang yg diantar 1 respon toko slowrespon bikin kecewa,1
santysanty668,5,warnacantikteksturlembut bahan tebalkenyamanansangat nyaman,1
andikalabalaba123,5,,1
0t2d7so8mr,4,waahh barangnya bagus ga kecewa deh order sprai toko,1
y*****5,5,teksturbahannya lembuutwarnasesuai gambarkenyamananademga panas ga kasar,1
gedek123kfkfkf,4,warnahitamteksturlembut aluskenyamananmbiasa aja,1
viviludji,4,teksturnyamanwarnasesuaikenyamananblm cobaokelah,1
hanamarkonah,3,performajahitanya amberadul ngawur ora rapih blass tolong koreksi lg donkkualitasbiasatampilanbiasa,1
hasnahnabila434,3,teksturbagus sesuai hargawarnawarnanya baguskenyamananbagus dipakai lembut,1
lindasapiiembull,5,kain halus sayang kekecilan salah ukuran,1
aldikibow,5,bahan lembut nyaman harga segini rekomendasi,1
s*****1,5,tampilanlembut banget seprei nya nyaman dipake,1
dewa_rahmadhi,4,bagus bahan lembut adem nggak kresek kresek keren pokoknya,1
yayuk_selviana15,1,pesan berpikir beli ditoko profesional kompeten sesuai pesanan amanah dichek historical pesanan chat respond penjual next tolong dicek penjual biar penjual ngawur ngirimnya pesan warna sesuai okelah warna dipakai ya ukuran sesuai dipakai spreinya seller mohon kali diperhatikan packing nya ditulisnya isinya sesuaikecewa sih berharapnya langganantapi kesan mengecewakan,1
rafifdzaky21,1,warnawarna sesuaipesan warna coklat tua dateng abu tua,1
zqtt6fb7ev,5,teksturlembut nyamanwarnasesuai gambarkenyamanansangat nyaman,1
hayatunnufus2312,1,warnatidak sesuai yg dikirimteksturtipis ga lembutkenyamananagak panasbintang 1 pelayanan toko pesan coklat tua yg dikirim warna kecewaaaharusnya kalo diganti tunggu acc konfirmasi customer dikirim,1
teti_rosmiati_sutrisno,1,teksturkecewa bahan nya kasar jahitan tdk rapihsarung bantal sempit ygcacatwarnacoklat tuakenyamanankecewa kecewa yg cacattolong perbaiki pelayanan nyateliti barang nya kirim barang,1
salkabhi,5,beli 2 dikirim 1 stok habis langsung klik barang terima ya gaes klik pengembalian dana uangmu separuhnya just info,1
tomi_kaka07,1,warnaga sesuaiteksturkusam kasarkenyamananga nyaman2nyasaya beli 2 sprei 1 sprei belinya 2 sarung bantal 2 sarung guling sprei aja emangnya disarungi refund jg blm skrgpenjual ga tanggung jawabkapok beli,1
lukyindra13,5,warnasesuaiteksturbaguuskenyamanannyamanmantap pengiriman cepat,1
nianugraha201280,5,bagus enak dipakainya pesen wrn,1
fazaryudiska,1,warnaputihteksturhaluskenyamananokkecewa gk muat nyesel ah,1
bkdnrlsutb,4,alhamdulillah bahannya puas banget lupa foto seprei nya,1
tikayanti3,5,warnasangat bgs sesuai fototeksturlembut dn nyamankenyamananmemuaskan sekli,1
retnodjuniati66,5,warnanetralteksturbahan ademkenyamanannyamanlumayan ganti sehari2,1
acifa743,5,warnawarna sesuiateksturhaluskenyamananlembut nyamankainnya lembut,1
x0o95tm4rh,5,alhamdulillah barang nya bagus insyaallah pesan,1
underlino,5,paket diterima dipasang terimakasih kak,1
monalisakraemer,2,kualitasbiasatampilanbiasaperformaburuk lipatan jahitan bolonglipatan jahitan bolong2 rapi,1
isa.154ko,4,amanah belanja toko iniklo barang tdk sesuai pesanan ijin si pembeli toko mengirim barang randomdan dana kembalikan 100 persenbesok pesan klo stocknya ready,2
a*****u,5,warnaagak beda warnanya cokelat tua nya burek lumayanlahteksturagak tipiskenyamananbelum coba dipakaiagak gak sesuai ekspetasi yaudahlah ganti lumayan,1
y*****9,3,wrna nya ketukar yg inii pesan coksu d kirim mocca,1
chaicha093,4,warnasesuai ekspetasjteksturlembut nyamankenyamanannyaman,1
susisusantii996,5,performabaikkualitasokeademtampilanbagus sesuai,1
fitriaria11,5,warnabagusteksturhaluskenyamananga panas pake,1
dhiza468,5,kualitasbaiktampilanbagusperformabahan nya adem,1
dewi_unik,2,kualitaskurang bagusjahitan tdk rapi pinggiran berkerutukuran sarung gulingnya beda dikit sm sarung bantalnya kekecilan dipake gulingnyanext diperbaiki kualitasnya yaa,1
s*****2,1,warnagak sesuaiteksturbiasaakenyamananbiasaapesan hitam dikirim biru anjiiirrr up bintang 1,1
he9kiic1g4,1,teksturburukwarnaburukkenyamananburukkecewa mesen warna hitam warna navy penjual responbintang 0 toko,1
6desypratiwi,5,tampilancantik sesuaikualitasbahannya adem warnanya pas,1
studio.rajut,5,maaf pake sprei yg langsung cuci so far so good sih makasi ya kak,2
yaniaja953,5,bahan bagus lembut pengen beli thx sukses,1
irza1902,5,warnasoftteksturlembut baguskenyamanansangat nyaman,1
putriaisahputsah,3,review jujur sesuai harga sih bahan tipis panas berguna gantian sprei,1
vivimsftr24,4,kualitassesuai hargatampilansesuai gambarukurannya pas kasur guling bantal,1
u91nhkdrgy,5,barangnya bagus sesuai dgn harganya nnti beli,1
yuliyantinj,3,ga ngerti warna sarung sprei nya beda sarung nya gelap,1
diahpurnamadewi,5,harga sesuai kualitaslah yaa tp oke kokkk thankyou,1
_vishakamarketmandiri,5,warnabagisteksturhaluskenyamanansejukanak suka lembut sejuk,1
dogilagil,1,performaburuksaya pesen 2 dikirimnya kalo emang warna dipesen gak konfirmasi chat langsung kirim,1
m*****g,5,lembut semoga luntur dicuci thankyou seller,1
haispilomali,5,teksturlembutwarnaoke sesuai pesanankenyamanannyaman,1
o_m_80xgfv,2,teksturkasarwarnawarna nyaa tdk serti lilac yg sy mksdkenyamanancpt kusut dn tipis bikin gerah klo pke tdr,1
riskival,5,barang adem mantapp poko nya langganan kedepan nya,1
l*****a,5,performabagustampilanbaguskualitasterimakasih seprainya warna bagusukuransesuaibahannya bagus,1
f*****a,5,warnakalem bagusteksturstandartkenyamananstandartsprei lumayanlah sesuai harga,1
emelya13,5,warnaokteksturlumayan haluskenyamananblm coba,1
cahyaarsan,5,warnasesuaiteksturhaluskenyamanannyamansprei lembut ukurannya pas,1
marwahchalid01,4,teksturtekstur haluswarnawarna seuai gambarkenyamanannyaman lumayan sejuk,1
revihestikachrisantizebua,5,performabaikkualitasbagustampilanbagusbahan lembut pengiriman super cepat,2
idasumiati01,5,kualitastoptampilangood jobperformanicebahan lembut pengiriman super,2
marlina123456789_,5,kualitassesuai difototampilansangat bagus,1
m*****a,5,warnacoklat tuateksturlembuutbagus bahanya adem,1
r*****a,4,warnasesuaiteksturlembutkenyamananpuassemoga awet,1
malvindaniswara434,2,bahanya tipis banget sarung bantalnya kecilspray yg warna marun lunturkecewa sy beli ditoko,1
itu31f1g8y,5,teksturlembutwarnakerenkenyamanansangat memuaskansangat bagus,1
afifa_354,5,warnabagus sesuai gambarteksturlembut bangetkenyamanannyaman,1
a*****f,5,warnasesuai ekspetasiteksturlembut nyamankenyamanansangat memuaskan,1
afifahwalsamal,1,teksturlembutwarnacoklatbahan bagus lembut,1
i*****.,1,ukuran ga pas yg 180x200 kebesaran yg 120x200 kekecilan haduuuh guling kekecilan bantal kebesaran gatau ah,1
faharahandayani,5,tekstursangat nyamanwarnamenarik baguskenyamanannyaman,1
dhiza468,5,performalembut adem spreinyatampilanbaguskualitasbaij,1
nuning_sumartini4,5,teksturlembutwarnapink coklat mudakenyamanansejukbagus recommended,1
s*****i,5,warnabagus sesuai gmbarteksturlembut nyamankenyamanansangat nyaman,1
tri62yudi,5,tampilanbaguskualitasbagusperformabaikmoga manfaat awetterimakasih,1
o*****d,5,teksturbahannya lembutwarnacantikkenyamanannyaman,1
cherysh_shop,2,pesan 16 dikirim 14refund lamabrg tdk konfirmasi membeli rugi ongkir,1
faalfarisy,3,bahannya ngebrudul cuci jahitan jg rapih sarung bantal guling,1
dianpurnawati698,5,warnahitam army abu tuateksturlrmbutkenyamanannyaman,1
7qtd6v_zu7,5,warnasangat bagustekstursangat lembutkenyamanansangat nyaman,1
wiwiwiamah,4,performahalus bhnnyatampilanbaguskualitassepadan dgn harga,1
a*****e,5,warnasesuai gambarteksturcukup haluskenyamanansejuk,1
p*****a,2,pesan coklatyg abu konfirmasi ukuran sarung bantal jg keciltdk d tulis d deskripsi barangsmg kdpnnya lbh amanah,1
ikadekagusadinatha,5,warnaabuteksturlembutkenyamanannyaman dipakaibagus,1
m*****8,5,tekstursangat bagus warnasesuai gambarkenyamananproduk berkualitas,1
marlenimarleni383,4,kualitasbaikperformabaiktampilanlumayan sesuai dgn yg digambar,1
echy1420,5,performamantaptampilanmaniskualitasokkerenmemuaskan,1
s*****5,5,warnamenarikteksturbarang haluskenyamanansejuk dipakai,1
qfq6g9ipaz,5,warnawarna bagus sesuai pesananteksturhaluskenyamanannyaman,1
machful_2022,5,warnaokteksturlembutkenyamanannyamansize 160x200 bagus pas kasur,1
s*****1,5,teksturhalus nyaman adem bhn nyabgs sprei ny,1
kisahsedih868,5,next order lg suka bahan,1
aliinamul,5,warnasesuai expetasi bagus bangetteksturhaluskenyamanansangat nyaman,1
oki_ariana,5,warnalatte sesuai pesanankenyamananenak bgt bahan nya,1
arshaka1223,5,teksturlembutwarnaabukenyamanannyamanfast respon,1
chamedadaaa,5,sumpa bagus banget bahannya gabikin gerah gatel beli ganti ganti,1
,3,seprainya bagus order 3 order uk 160 yg dikirim 180 teliti yaaaaa,1
mariaa_storee,5,baguuus suka,1
berrynarto,5,performabagustampilanbaguskualitasbaguspengiraman cepat amanah,1
dariyanto006,5,warnawarna sesuai expektasiteksturbahan haluskenyamanannyaman,1
afifahnurrochmah21,4,warnasesuai gambarteksturnyamanbagus halussemoga bermanfaat kado,1
ayu_1075,5,sesuai gambar tekstur halus lembut terimakasih,1
sila89,4,tekstursoft lembutwarnablackkenyamanannyaman banget,1
eenzkece,5,teksturlembutwarnahitam pekatkenyamanan97bagus,1
optarianta,4,teksturbahan a gx panaswarnasesuaikenyamananbagus,1
pi711i1fm8,4,warnaabu mudateksturbagus lembutkenyamanansangat nyaman,1
r*****8,5,warnamenarikteksturbahan haluskenyamanansangat nyaman dipakai,1
ayuandii,5,teksturkerennnkenyamananmntpwarnabguslembut bgt,1
a*****8,5,kualitaslumayanperformalumayantampilanlumayansesuai harga ny,1
idafaris629,5,warnasesuajteksturlembutkenyamananringan pakai,1
melodicinta762,5,teksturnyamanwarnasesuai dgn gambarkenyamananhalus,1
yanidya,5,warnasesuaiteksturhaluskenyamanansejuk nyaman,1
cucuhokage23,5,teksturhaluswarnasesuai pictkenyamanansejukworth it,1
wijayaramadhan586,5,teksturlembuwarnawarna sesuaikenyamanansangat nyaman,1
5_ctu5frts,5,warnasesuaiteksturhaluskenyamanannyamanrekomen bgt,1
auliafitriani981,4,warnacoklatteksturlembutkenyamanansangat nyaman dipakai,1
saptaningsih87,5,warnapinkteksturlembut ademkenyamanancocok baby,1
usman_mon86,3,warnabiru sesuai pesananteksturbiasakenyamananbiasa,1
renydoank5588,5,teksturbaguswarnamerah cakepkenyamananuntuk harga segini bagus,1
rahma9599,5,warnasesuaiteksturlembutkenyamanannyaman sejukyang warna abu sarung gulingnya buka gak video unboxing isinya gak yg paket warna hitam kotak isinya lengkap paket warna abu polos sarung bantalnyaisinya seprei sarung bantal kepala 2 sarung guling 1,1
d*****2,4,warnaok sesuai yg dipsnteksturhalusnyamankenyamananpengiriman cpt,1
iimrusmiati123,5,warnalembutteksturnyamankenyamananbelum d coba semoga nyaman,1
veronikakus,5,warnasesuaiteksturlembutkenyamananblm dipakai blm tau,1
heripunk732,5,teksturlembutwarnasesuai yg pesankenyamananbagus,1
6wy2h3yzp7,5,warnasesuai pesananteksturhaluskenyamanansangat memuaskan,1
ardyirawan532,5,warnaabu tuatekstursangat lembutkenyamanannyaman kali pakek,1
o7v653pwxu,4,warnaokteksturokkenyamananblm dipakaibagus sesuai hrga,1
cempaka_aneka_lapak,5,performamntapkualitasbagus aga tebaltampilanmntap,1
r4chmad81,5,teksturademkenyamananademwarnasalahbagus bahan ademcuma salah kirim warna,1
vik4l_zul,5,warnamenarikteksturlembutkenyamanansejuktebal bagus,1
renakomala,4,warna kirim ngk sesuai mnta warna d kirim warna d d kertas aja kecewa kali amanah ya ka bikin kapok belanja,1
mettysusilawatty,5,warnacerahteksturbahannya lembutkenyamanannyaman adfm,1
naniksriwinarni417,5,warnalembut sesuai gambarteksturhaluskenyamanannyaman,1
novadiasyafitri,5,bahannya lembut panas murah kualitas mantap,1
nining.andriani,4,teksturokwarnacantikkenyamananlumayanterimakasih kak,1
gelekatgelekat,5,warnasesuaiteksturhaluskenyamanansangat nyaman pakai,1
6i4rx4ccge,5,warnalumayan sesuaiteksturtipiskenyamananlumayan,1
febyade_,3,barang terima udah jahitan yg kebukak keliatan obrasannya warna obrasnya ga benang utamanya gampang banget kaya gitu,1
f*****9,5,warnamenarikteksturlembutkenyamananbelum cobaworthed,1
dimasyudha89,4,performaburukkualitasburuktampilanburukbeli 2 1 admin respon,1
darma.jottye,5,teksturhaluswarnasesuai dgn pesanankenyamanannyaman banget,1
euisnurliana72,5,tekstursangat lembutwarnareal pickenyamanannyaman dipakai,1
fubuinyiap,5,warnawarna sesuaiteksturbahan baguakenyamananblm coba,1
f7z6kurlu9,5,warnasesuai dgn gambarteksturlembutkenyamanannyaman,1
daden_777,5,teksturlembutkenyamanantidak panas bahannyawarnapasterima kasih shaler,1
zeindprintshop,3,benang jahit aja beda warna sprei nya jahitan offside finishing benang panjangnya,1
fillaafilia,5,teksturhaluswarnacantikkenyamanancocok rebahanmantappp,1
iinkurniasih163,5,warnacakepteksturlembutkenyamanannyamancakep polll,1
n*****0,5,teksturlembut nyamanwarnasesuai gambarkenyamanannyamanmantappp,1
zulfazulfakarimah,4,warnabahan bagusteksturlembutkenyamananterasa sejuk nyaman,1
riskarahmawati038,4,warnaarmyteksturbagus lembut tebalkenyamanannyaman skli kainya dingin,1
ogegwidiari,5,kualitasbagustampilansesuai pesanan,1
lidyasoedjiramaici,5,performabagustampilanhalus kuatkualitastebal nyaman,1
7viz8b8m8p,5,performabaguskualitasbahan lembuttampilandengan harga segitu baguss,1
bbyzie12,5,warnaabuteksturnyamankenyamanansejuk,1
dizavali1115,5,warnasesuaiteksturbikkenyamananbaikbaik,1
a*****1,5,teksturbaguswarnasesuaikenyamanannyamanbaguslembut kain nyajahitan rapi,1
tatsus,5,kualitasbagusperformabahan adem lembuttampilanwarna cerah sesuai foto,1
mawar_erfina,5,warnahujaubiruteksturokkenyamananok,1
cutcute124,4,performabaguskualitasbahane lembuttampilanokeokee bgt seprei e,1
cantikakomang,5,sesuai harga ga tebel ngga tipis terima kasih seller,1
doborabora,5,teksturlembutwarnacoklat milokenyamanannyaman adem bahan memuaskan,1
ikhafarel06,5,kualitastidak panastampilancantiknyaman pake bikin gerah,1
nurhalim504,5,teksturlembut nyamankenyamanansejukwarnabagussangatt bagus yaaaa,1
fairuzsopiyarasyida,5,teksturgoodwarnagoodkenyamanangood job thank u,1
linadwikurnia,5,warnacoklat tuateksturhalus baguskenyamanansangat memuaskan,1
novrianecco,5,warnalembutteksturhaluskenyamanannyamanterima kasih kk,1
anastasiacanna,5,tampilanbagusskualitaslumayan harga segitu,1
s*****i,5,warnasesuai gambarteksturlembut nyamankenyamanannyamaaaan,1
eq4x3xfyjq,5,kualitas bagus tebal tdk panas bahannya,1
rahmaghibran,5,warnasesuai warnateksturlembutkenyamananbgus pakai,1
t*****3,5,teksturadem baguss tpi kasih saran utk sargul udh pasang talinyaa,1
angga23,5,teksturbaguswarnasesuaikenyamanannyaman,1
agusmulyadi368,5,kualitasokperformabaiktampilanbagus bgt pokok nya,1
ratih_daraono12,5,warnabagus sesuai pesananteksturhaluskenyamananhalus bagusmakasih sesuai peaanan terima kasih,1
z*****7,5,teksturlembutkenyamanansejukwarnaestetetok keren abiezzzzz,1
f*****a,5,warnamenariktekstursangat lembut nyamankenyamanansejuk nyaman,1
evqcnfh600,5,kenyamanannyaman lembuttidak panasteksturlembutwarnahitamsesuai gambar,1
a*****a,5,teksturlembutwarnanavykenyamananlembutrecommended,1
nisakairun,1,teksturhaluswarnabaguspadahal ukuran udah bener tp kekecilan,1
fazaubed,5,tekstursangat lembut ademkenyamananproduk nyaman dipakaiwarnamocca,1
florentinapz,5,teksturlembutkenyamanansangat nyamanwarnacoklat susu,1
nazwaananta02,5,warnabagus,1
si_ai23,5,warnalembut ademteksturbaguskenyamanannyaman,1
idafitriani77,5,tampilanbaguskualitasbiasaperformabaiksesuai harga barang nya,1
rinanovita1993,5,teksturbarang nya lembut bagus banget order ahhhhhh,1
mochrifa13,5,kualitasoktampilanokperformaok,1
b*****y,5,warnasusaiteksturlembutkenyamanannyamnblom d fto,1
madewidya06,4,,1
s*****1,1,jahitan jelek pesan 2 dikirim 1 konfirmasi,1
a*****1,5,bagus cepat ny next order lg sukses yaa toko ny,1
lia_muhammadtaher,5,warnapolos putihteksturkerenkenyamanannyaman banget tidur,1
kakrifai,5,sesuai pesanan terimkasih,1
marwahsaprudin167,5,performabarang sesuai pesanantampilanbaguskualitasok,1
tiyaya__110923,5,bagus tebal gambar pemanis ndk smput foto btangnnya,1
suliyatijannah,5,teksturnyamanwarnasesuaikenyamananbagus cocok dinding kamar makasihya,1
kaila290,4,warnasesuai pesananteksturbarangnya bagus teksurnya haluskenyamanannyaman lembut,1
titostrs,5,warnasesuaiteksturcukup baguskenyamanannyaman aja,1
r*****o,4,warnawarna sesuai gambarteksturpaskenyamananblm coba,1
yeti_masuwarni,5,teksturlembutwarnamaroonkenyamanannyamanbagus tipis,1
whikaazkia,3,teksturhalus lembutwarnasesuaikenyamanannyaman kain nya tipis,1
davidticoalu873,1,warnakalo warna sesuayteksturhaluskenyamananlumayankain nyah tipis banget,1
5a63nsj_x0,5,barang sesuai pesanan bagus mudamudahan awer panas pas,1
refanizal16,4,teksturlmyan lmbutwarnasesuai gambarmoccakenyamanannyaman pakai,1
p*****i,4,warnamaroonteksturhaluskenyamananpesan maroon tpi gelap,1
puja.shanti,5,alhamdulillah sprei nya udh dateng blm dipasang semoga pas kasurnya wkwkw,1
riekaabimanyu,4,kualitasbagustampilanbagusbaguuuusss sesuai harga,1
h_h2iq05_m,5,kenyamananademteksturlembut haluswarnaabu tuabagus bngt,1
lolykanggala,4,warnacoklat tuateksturlembutkenyamanansangat nyaman,1
saida_saqina05,5,warnacantikteksturbaguskenyamananbagus,1
eka_febri22,5,warnawardahpengirimannya cepet banget bahannya super adem mengecewakan,2
rezkie.201013,4,warnasesuaiteksturnyamankenyamanannyaman dinginsayangnya bahannya tipis,1
korneliusigumelar,3,teksturhaluskenyamanannyamanwarnasesuaiadminnya,1
0*****v,5,kenyamananblm dipasangteksturlembutwarnababy blue,1
liaaa368,5,teksturlembutwarnasesuaikenyamananadembgus bnget adem,1
irvanadha,5,produk bagus pengiriman cepat kemasan aman harga terjangkau,1
putrichandraw,4,rada kasar yaa liat dikomen pd bilang lembut bahannya,1
elfaningsih060,5,warnaterlalu terangteksturademkenyamananlumayan lembut,1
rosyrianiseran,5,teksturlembutkenyamanannyamanwarnasesuaimau pesan lagiii,1
yuanitanita10,5,warnamenarikteksturnyamankenyamananbaiksemoga pemakaiannya tahan,1
iy_he9f3ml,4,warnawarna gk sesuai sayang bangetteksturhaluskenyamanannyaman,1
a*****o,5,warnasesuaiteksturlembutkenyamananlembut,1
rullysarrga,5,teksturbaguswarnasesuaikenyamanannyamanbagus warna abu,1
wisammudzaky,5,teksturlembut nyamanwarnasesuai oesanankenyamanannyaman,1
sangayu324,5,teksturlumayan lembutwarnasesuai keinginankenyamananluamayan,1
t*****a,5,kualitas barang sesuai harga,1
oh.my_preloved17,5,toko amanah bertanggung,1
gunggekera,4,teksturbagus bahannya tipiswarnasesuai expetasikenyamananlmbut,1
ntarach,5,kenyamanansangat nyamanteksturlembutwarnabikin adem,1
gnczg08tqx,5,bgus dn cpt jg pngiriman ny,1
nurysalsabila_09,5,teksturlembut nyamnwarnasesuai fotokenyamanannyman utk tidur,1
hayriyaismil,5,bagusss cantik banget warnanyaaa sesuai ekspektasiii pokoknyaa,1
efsx07z0sy,5,sesuai pesananbhn y tbl n lmbut,1
c*****h,3,teksturbahan panasharga lumayan bahan panas,1
firdanim,1,warnatidak sesuai gambartekstursuka halus,1
if684dh6qw,5,kualitas barang bagus sesuai,1
sairahirah815,4,teksturhalus sesuai hargawarnanya tdk sesuai gambar,1
amariagmen,5,bahan lembut beda embos,1
eriksuprada,5,sesuai harga pengiriman cepat,1
azizah18hkm,5,warnasesuaiteksturlembutkenyamanannyaman elus2 karna lembutnyaman pokoke,1
akaaliljamilah,4,warnabagusteksturbahannya lumayan tipis lentur kalo dicuci,1
cahayapagistore,5,mantap guyss recomend sih beli dsni,1
s*****a,5,kualitas produk original bahan halus pengiriman cepat,2
iress912,4,bahan nya adem worth to buy,2
k03f7igbil,1,teksturburukwarnabaguskenyamananbiasa sajabeli 2 1 wkwkwk,1
k*****t,4,warnabagusteksturtekstur kasarkenyamanantetap nyaman dipakai,1
_74vfck4qi,3,hitam y ga pekat hitam y buluk nyesel bli,1
sd6c7c6h8n,2,teksturlumayanwarnasesuaikenyamanankurang puaskarna d pake udah sobek,1
nianugraha201280,5,udh kali beli baju tp gak gagal,1
septianaaldiaputri,5,sesuai pesananbelum cobasemoga bagus,1
aninditask,5,seauai pesanan dicoba mudahan pas,1
arsilanainaramadani,5,relpik bahan nya lembut suka warna nya,1
y*****4,2,teksturlumayanwarnasesuaikenyamananjaitan rapi kokoh,1
delvi_diana27,5,teksturlembut ademwarnasesuai pesanankenyamanannyaman,1
creative_studio86_achmad,5,warnacoklat tuateksturbaguskenyamanannyaman,1
dewirumiaty,5,wow bagus bgt bahanya hrg jg miring,2
azizahnew581,5,bahan lembut panas next order lagii,1
msgerry,1,warnacapucinoteksturhaluskenyamananstandarjahitannya ngk berantakan buruk,1
santisan696,5,yg 2g cewe bahan nya adem,1
violita_ur,4,bahannya lembut warnanya bagus suka,1
a*****n,5,sesuai pesanan terima kasih seller terima kasih shopee,1
aphpuput,4,bagus sih sayang sarung bantal nya 1 sarung guling 1 kirain 2,1
m*****h,5,warnabagus sesuaiteksturhalus nyaman dipakaikenyamanannyaman panas,1
francisroganda,2,ukuran 160200 dipasang kasur gak muat kekecilan,1
a*****8,5,overall bagus seprei nya lumayan adem jga,1
eliceseymour,1,tampilandi display sprey 30 cmdan yg coma 20 cmtidak,0
_8tqbykqu4,2,yg jaitan yg dilepas ninggalin bekas sampe robek2,1
ajie.mib2021,5,barang bahan bagus lembut,1
victoriarini83,5,ga nyesel beli produk bagus kualitasnya,1
m*****1,2,sesuai hargasmoga ga cpt luntur,1
h*****3,5,kualitasbagusperformalumayan,1
nunik.indarwati,1,kecewa utk sarung bantal dipakai 1 kali dah sobek,1
chintiabella589,5,sangattt amanah pesan satusedangkan paket nya byr sprai buruk,1
junaidiyusuf_,3,bagus sih kek ga muat gitu kek kekecilan padahalkan kasur ukurannya ya segitu2 aja,1
08cti_lqv5,5,warnajos mantepkenyamananbikin nyenyak pokoke,1
n*****a,1,bahannya bagus nyaman,1
alitheaallanson,4,cerah merah muda ditampilkan foto,1
ayuluckyta77,1,beli barang 3 dikirim 2 dikirim sisanya ga refund aja refund udah seminggu ga dikirim2,1
wulannwr,5,bagus bahannya adem lembut cocok harganya,1
z*****u,5,teksturlembutwarnapas dgn warnawarnax bagus,1
a*****9,1,kualitasbiasatampilanbiasaperformapelayanan lambatslow respon barang sesua,1
su_6z1byu2,1,foto seprei bandal guling 2 pasang yg 1 pasang aja,1
bhcviqbzwb,5,alhamdulillaah barangnya,1
r*****s,5,warnacocokteksturcocokkenyamanancocokcocok tdr pasangan,1
des_sarmila,5,warnacerahteksturbaikkenyamanannyamanbagus,1
elma_anum30,5,udah 3 kali order tko hamdalah amanahtrmksh,1
teti_rosmiati_sutrisno,4,teksturlumayanwarnacoklat susukenyamananlumayan,1
agistinaastinambaa012,4,teksturhaluskenyamanannyamanwarnasesuaibahannya tipis,1
dvintinamelly15,4,sesuai harga ditingkatkan lg kualitasnya,1
qoriahgultom,4,sesuai harga,1
wenidjasman,5,warnabagusteksturlembutkenyamanansejuk,1
mecy_metan,5,warnasesuaiteksturlembutkenyamananstandarmantapppp,1
syftresarini,3,ok sih tp coksu nya sesuai harapan warna nya,2
mutiaraips,5,alhamdulillah udah sampe ganti sprei merk yg jebol combine sprei bed cover thank you seller,1
resturiana_22,5,tampilanbaik bagus,1
f*****3,2,dikirim sarung gulingnya tp bungkus tebal,1
febrinarahadian96,5,warnasesuai gamvartekstursangat lembut adem,1
syifafauziah1005,5,udah beli 2 bagus lembut gak geser2 terimakasih seller,1
w*****7,5,warna satunya abu abu tua abu abu muda ga thanks,2
nap1105,2,ga muat,1
teti_rosmiati_sutrisno,4,teksturlumayanwarnalemon limekenyamananlumayan,1
ikadekarisunarbawa494,5,abu tuanya warna nya cerah sy gelap,1
f*****3,4,warnapesanan sesuai warna hitamteksturlembut,1
oktamawarniputri,5,pas mantab okee,1
b*****9,1,bagus cuman rapi embos daj jahitanya semoga original,2
gi3ecvkkah,3,tampilanutk bahan nya ademtp jahitan nya rapi,1
n*****0,5,sepreinya baguss semoga warna nya ga cepet lunturr yaa,1
093hqsd_xb,5,suka banget alhamdulillah cocok pesen,1
brpcvq74rl,5,warnacerahteksturyamankenyamanansesuway harga,1
jajasuteja_85cigasong,5,warnasesuai pesananteksturlembutkenyamananoke,1
9w4i3plwm4,4,ambil warna army warna nya sesuai dg gambar,1
fransiskaafinsa,5,bahan adem alhamdulillah,1
d*****k,5,top produk nya bagus,2
jilalalfer,5,tekstursesuai harga okwarnaok,1
ghinacamila,5,sprei 1 langsung refund bagus amanah,1
dzakyprbwo,5,bagus nyaman ga gampang lecek tipis but itsokayy,1
arul8181,4,cocok kamar kost senang seprai nih,1
arminenis,5,paket buka trus tutupi lakban ntah yg membuka kecewa,1
ochaalmeera,5,tampilansimpel cantik,1
u*****n,4,tekstursesuai sm harganya yah,1
liamargareta1803,5,warnamoca abuteksturlembutkenyamanannyaman,1
putryayy__,1,pendek bgt 20cm gak karet utk menahannya,1
gyanputra,5,warnasesuai ekspektasiteksturhaluskenyamanannyaman,1
matzenih,5,terima kasih bagus lumayan kayanya buatan rumah kga merek,1
nuraisyahramadhani18,5,teksturbagus banget gak nyesal pesan,1
parta1780,4,mks barang sdh sy terima,1
allapkallapk,5,puas prei nya,1
hs956mdje5,5,warnasesuaiteksturhaluskenyamanansangat nyaman,1
aguspandemerta27,1,order yg hitam yg navy ceroboh,1
puspanaomi_,3,produk yg terima 1 mohon pengembalian dana,1
dewianarsi,5,memuaskan,1
novitasrinovi315,3,kecewa banget sihh warna army karet nya sebelah kanan kecewa banget,1
s24csnnuex,5,intinya cantik bagus sesuai foto beli,1
astridtarigan,5,teksturhaluswarnasesuai gambarkenyamanannyaman,1
rethaheri,5,warnawrn nya kayak gak sesuai abu tua tpi kyk silver gitu,1
angkiii12,4,performaoketampilanokekualitasoke,1
vivitaini1,1,tekstursarung bantalnya cuman 1 pasang kirain 2 pasang,1
juliawtlie,4,warnasesuaiteksturhaluskenyamananbahannya sejuk,1
ufjdudud,4,besok besok barang ga da tolong konfirmasi langsung kirim,1
aurarunjaniputri,5,bgus,1
dedesu2706,5,keren,1
hikmahwidiati,5,jahitan nya rapih n kuat ya jahitan kodian,1
susilumbngaol,4,warnawarna sesuai gambar warna pudar,1
a*****7,5,warnabgusteksturbguskenyamananbgus,1
