Username,Rating,Komentar
sembarangonlineshop28,5,"Performa:baik
Tampilan:bagus
Kualitas:sangat baik"
kniayulian.gallery,5,Keren Murah Rapih
vq9rxxsm2i,5,"Tekstur:bagus
Kenyamanan:adem
Warna:mantul"
widilaksanaagungwidilaks,1,Warna bahan sama benang jarit tidak sama
w7hy340rxfi5rj02e066tfdxlcdw,5,Warna:sesuai
i*****i,5,baguss next order warna lain
aurapasharella,1,Tekstur:bahan tipis tidak sesuai dengan harganya😒
susanlataia,5,Sangat bagus
endahsujad,2,Kurang rapi
m*****g,2,"Kenyamanan:Kurang nyaman
Tekstur:Licin
Warna:putih"
risthaandriani576,3,Tidak isi tali di sarung bantalnya
b1epv14y88,4,Baikkkkk sangat sesuai ekspektasi
a*****g,5,Mantaps
y*****6,4,Baguss..
dk40boieo1,5,Bagus guyss jngn ragu beli
mutya561fzgz77u,4,Tampilan:seduai harga
agustinaolshop,5,"Performa:baik
Kualitas:bgus bgttt
Tampilan:bgus"
lutfinur1211,5,Bagus banget!!!
_zr1ukj1cu,3,"Warna:ok
Tekstur:ada lengket-lengketnya"
zahafaya,4,Warna:sesuai gambar
s*****i,4,Tipis
y*****t,5,Pas
d*****u,5,Bagussdd😍
q*****a,5,Tampilan:uda 2x beli insyaallah langganan
qilqdimas,5,Tipis tapi lembut lumyan lah semoga ngga luntur
uchyarisa,4,Belum di pasang
ejakkdyy,5,"Kenyamanan:oke
Tekstur:bagus
Warna:okee"
bllw31aqzj,5,"sangat puas,cantik"
kartikarahma50,3,"Bahannya kasar, dan banyak jahitan ngga rapih"
1ct1r3sa2q,5,Baik
67vjrx62zz,5,Baguss
m*****a,5,Bagus
s*****u,5,Okee
riopoerwolegowo86,5,Terima kasih
shifasalll_,4,bolong
putrinurfadillahh,5,Tks 🙏👍👌
irahannah1610,5,Lembut bangettt woy
anisul23,5,
dimazdwipa,4,
maria_p_lestari,5,
meilan.e,3,
gus_qiu99,5,
wulandaripah,5,
naysha_nissa,5,
linayulisaputri93,5,
petinur1612,5,
mufidatulmukarromah99,4,
madefran,5,
putriayumaharani358,5,
j27qp3pwag,5,
zurnelli,5,
arifws.7,5,
lulukatunnayyiroh2,5,
flystore1805,5,
ap6emgdaxx,5,
wilanugraha,5,
maureendiana,5,
aqillasyifa16,5,
putriayumaharani358,5,
q86ruxoy62,5,
8awqjr442k,4,
iismayanti10_,5,
radendeva4,5,
jtk0077,5,
bungajamelas,3,
muhammadramlanray,5,
mfahrulrozi123shbdx,5,
verasilviani,5,
chantika641,5,
61angie,5,
shel.don46,5,
ptniaaptniaa,5,
6y5q54smc8,5,
rein_abdullah,5,
abieqdu,4,
fatiaa027,5,
eddy_prihardana,4,
cpras90,5,thanksss
y*****f,3,lavender kah itu?
zizijasin21,4,
aufar_works,5,
bmstore.y,5,
perdanakesuma25,4,
mbenjengsatu,4,agak kasar 🤏
liyaafri2304,5,
dewinasitha,5,
yukiyanti810,5,
mariayunita22,5,
iiuesn9cva,5,
triutami124,5,
anisabhatt,1,
suryono1978905,5,
santosojaya486,4,
ferinaintanlusia,5,
iii8tgispp,5,
ernakoes82,5,
ildto9hw_t,5,
ravatvzx5y,5,
heln09,5,
ridwan_syaiful_rauf,5,
lutfinur1211,5,
vk5e_367f1,5,
dewimuawanah09,5,
rezqpribadi,5,
amira030324,5,
ub1lemuf6f,5,
enizaa,5,
muhammadfadhli309,5,
liand_mkndolu01,5,
khansazka,5,
varpamutiara132,5,
trisnawatii04,5,
imra_shaleha19,5,
tatikustimince,5,Sudah diterima dengan baik
j*****i,5,
m*****i,5,
i*****y,5,
z*****q,4,
y*****e,4,
y*****i,5,
i*****y,5,
g*****k,5,
f*****7,5,
d*****2,5,bagus
chindi1996,5,
widabilal,5,
deeade956,5,
adibayyyy,1,blm direfund dana nya!!
dijah180502,1,Kurang lebar
gabbriellaayu88,5,
tilukk_69,5,
,5,
alazharanwari,5,
meilan.e,5,
dinalorenzaa898,5,
jmtr_cyojo,5,
ridwan116061,5,
strawberrypufff,5,
yp16ydi83p,5,
wida11275,5,
wiwi_prihatini.15,5,
melanonathanael,5,
nurhaya4t1,3,pengirimana lama
k*****i,5,Sesuai harga
d*****n,2,
6*****k,5,
dj95vl6z54,1,Kurir nya engga banget👎🏻
s*****7,4,gampang robek
d*****3,5,
a*****i,5,
f*****y,1,"Warna:tidak sesuai
Tekstur:oke
Kenyamanan:oke

Produk oke, tapi pelayannya tidak. 
H+2 baru confirm di chat kalau produk yang saya mau stok-nya habis. Awalnya saya tidak masalah, saya minta ganti warna yang ready apa, antara 'dark grey' atau 'sage green', hanya 2 itu. Admin hanya menjawab ""kami cek kakak"", TANPA KONFIRMASI LANJUTAN YANG DIKIRIM WARNA APA. Ternyata yang dikirim warna 'dark brown'.

Admin memang sudah chat sebelumnya kalau bakal kirim warna yang mendekati dan kalau tidak sesuai boleh refund. Tapi kan saya sudah bilang warna pengganti yang saya mau, kok tidak ada respon yang baik? Kalau pun di-refund saya juga yang repot buat ngurus-nya belum waktu yang kebuang sia2.

Pembelajaran buat owner dan admin untuk tidak menyepelekan customer service dan user experience!

NB: Checkout sprei sudah include sarung bantal guling masing-masing 2. ini juga tidak dicantumkan di deskripsi.
Untuk ukuran 160×200x20 agak sedikit ngepress, saya sarankan pakai penjepit sprei agar tidak mudah lepas"
sanahaldzaky,4,"Warna:putih susu
Tekstur:lembut
Kenyamanan:nyaman

Bahan si oke ya, lembut juga. Tapi sayang gk sesuai sama klaim, di deskripsi tinggi 20cm. Ini plg 15 cm tok, alhasil sprei gk ngecover kasur seluruhny. Jadi SAYA AKALIN PASANG KARET ANTI GESER SENDIRI. 
Jd dia gk double karet ya tmn2. Bisa dipastikan pas dipasang, dudukin kasur aja dh pasti kesana kmri gk bkln bisa stay."
winiwulansari,5,"Warna:abu
Tekstur:sangat lembutrrr
Kenyamanan:bahannya adem

Bahannya adem lembut maaf spreinya ga sesuai warnanya soalnya udah di bawa sama orang tapi waktu itu beli disini juga kok bahannya sama kaya giniiiii pokoknya bakal langganan terusss.. yu guys co sekaranggg yuhu mantap pokonya best bangettttt"
iedha838,5,"Warna:sagenya wow😍😍
Tekstur:halus dan lembut
Kenyamanan:nyaman👍

spreinya oke bgt, homemade punya, bahannya jg adem psti enak lah ya dipake tidurnya, recomended gaes, harganya jg terjangkau bgt, mksh Shopee & seller"
l*****a,5,"Tekstur:teksur lumayan lembut
Kenyamanan:lumayan nyaman bahan katun pd umumnya
Warna:warna mocca

Ini ukurannya kurang pas, saya punya 160X200 ga sperti ini.. ini kuranv dikit bahannya.. overal oke lah sesuai harga"
estinafitrianti,5,"Warna:coklat
Tekstur:lembut adem
Kenyamanan:sangat nyaman dipakai untuk bermain ataupun tidur

Karena cuman ada 1 akhirnya beli lagi motif lain jujur bahan nya nyaman jd ga nyesel beli lagi deh"
pongky025,5,"Kualitas:bagus
Tampilan:bagus
Performa:bagus

pengiriman cepat dapat sarung bantal dan guling nya 2, best seller lah disini ga kaya di toko seblm nya pesen baru di kirim 4 hr kemudian total seminggu baru sampe"
thagita,5,"Tampilan:lumayan
Kualitas:standar
Performa:sesuai harga

terlalu ngepas tapi bagus jadi keliatan rapi dan semok kalau untuk sargul dan sarbal terlalu kecil mungkin kalo ban gul nya gede kayanya gamuat ya"
a*****4,5,"Tekstur:cotton
Kenyamanan:lembut
Warna:mocca

Sprei nya halus enak buat tidur ga gerah or panas cakep banget dipadu padankan dengan selimutvyg ada di rmh penjual sat set gercep"
a*****n,5,"Warna:narik
Tekstur:sangat
Kenyamanan:produk

Bagikan semua oengalaman tidur kamu bersama siapapun itu dengan seprai ini karena fiatas seprai kalian pasti pernah mediuri siapapun diatasnya dengan posisi kaya gimana"
b*****t,5,"Warna:baik
Tekstur:baik
Kenyamanan:baik

Seller ramah, respon cepat, harga kompetitif, barang oke, packing aman. mantap mantap mantap mantap.
Recommended seller"
omahkosmetik_jatim,5,"Bagus seprei nya, bahannya enak. Cuma yg sarung guling nya menurut ku kurang panjang, soalnya di toko"" skrng guling uk nya panjang"" gk kayak dulu. Next mau co coklat muda🥰"
a*****a,5,"Warna:sesuai gambar, menarik
Tekstur:tekstur sesuai hargaa ya guys, tp nyaman ko kalo untuk kamar yg dingin (daerah gunung)
Kenyamanan:nyamannnnnnnnnmn"
s*****4,5,"Kenyamanan:nyaman
Tekstur:lembut
Warna:abu

Pengiriman cepat, packaging aman
Kualitas bahan lembut dan nyaman
Samping kanan kiri ada karetnya juga"
h*****5,5,"Warna:coklat tua
Tekstur:lembut
Kenyamanan:sejuk

Beli dengan bahan yang sama kaya gini bagus pengiriman standar dan harga terjangkau"
w*****3,4,"Warna:coklat tua
Tekstur:halus
Kenyamanan:adem

Akhirnya smpe jg nie paket… dr pengemasan n pengiriman lmyan lama. Packingnya biasa tp aman g ad yg rusak"
aku.rimba,4,"Kualitas:sesuai harga lah, jangan expect tinggi

Ukuran tidak pak 120cm, belum coba ke kasur, gk tau muat apa gk nantinya. 😬"
r*****9,5,"Alhamdulillah barang sampai dengan selamat
pengiriman cepat
packing aman dan rapi
kualitas oke

terima kasih"
n*****a,5,"Kualitas bahan bagus, semoga awet dan adem yaa, packing rapi, pengiriman cepat & tepat. Makasih seller 😊🙏🏻"
f*****.,5,"Tekstur:halus
Warna:abu
Kenyamanan:blum coba

Pengiriman cepat
Bahannya sprt mikrotex
Karetnya kecil, klo karetnya agak besar dan tebal pasti lbh mantab, walaupun mungkin harganya mahal dikit"
n*****h,5,"Warna:baik
Tekstur:baik
Kenyamanan:baik

Pengiriman sangat cepat banget produknya sangat memuaskan banget"
a*****l,5,"Warna:bagus
Tekstur:bagus
Kenyamanan:baik

Sesuai gambar warnanya juga soft, next pasti order lagi"
yoelianah,5,"Tekstur:bagus
Kenyamanan:nyaman dipakai
Warna:bagus

Bagus sepreinya, halus, harga terjangkau dan pengiriman cepat"
r.a.s_09,5,"Warna:cantik
Tekstur:lembut
Kenyamanan:ok

Baru mw d coba semoga adeem .. Cantik bgt warnanyaa"
i*****i,5,"Warna:Abu muda
Tekstur:cukup lembut
Kenyamanan:cukup nyaman dipakai

Barangnya sesuai deskripsi"
t*****w,5,"Warna:menarik

Barang orderan sudah sampai di tempat dengan aman semoga awet dan tahan lama"
m*****a,4,"Jahitan nya gak kuat
Pas mau di pasang tali nyaa agak brudul gitu
 Tapi overall bagus , adem jugaa"
t*****i,5,"Warna:sage
Tekstur:lembut
Kenyamanan:baik

Mendarat dengan selamat, bagus banget dong"
s*****2,5,"Tekstur:sangat lembut dan nyaman
Kenyamanan:terasa sejuk adem
Warna:menarik cerah mirip sprei Rs

Pengiriman juga cepet tp semua nya bagus"
r*****4,5,"Kenyamanan:nyaman
Tekstur:lembut
Warna:cokelat susu

Warnanya bagus, bahnnya lembut, ada dapat 2 guling dan 2 bantal. Jahitannya rapi"
sitijessy,5,"Warna:sesui pesanan abu tua
Tekstur:halus dN lembut
Kenyamanan:adem

Jahitan kurang rapi
Thanks ka, pesanan telah sampai dengan aman"
y*****i,4,"Alhamdulillah... Sudah sampai paketannya, bahannya biasa saja, sesuai sama harga"
m*****b,4,"From sprinkler splashes to fireplace ashes
I waited ages to see you there"
a*****n,5,"Tekstur:Lumayan lembut dan nyaman, sepadan dg harga ny
Warna:Bagus sesuai gmbr dan pesanan ny
Kenyamanan:Dipakai ny adem ga panas, cocok di daerah dingin tempat saya

Respon penjual cepat dan pengiriman barang cepat jg, paket aman dan cepat jg smpe tujuan ny👍👍"
p*****d,5,Produk bagus pengiriman cepat semoga bisa awet tahan lama joss
ayuriasusanti,5,"Warna:ok
Tekstur:ok
Kenyamanan:adem

Bahannya adem thx seller"
yellyrospitaulina,5,Bagus sih cuman di foto kaya rada hitam ya tapi asli nya engga
mmnadira,5,"Warna:sesuai pesanan
Tekstur:lembut
Kenyamanan:nyaman"
atimpurwaningrat31,5,"Baranng datang sesuai dengann pesanan
Warna lucu
Kainya lemmbut
Harga affordable parah
Thankyou seller"
w*****1,5,"Tekstur:halus
Kenyamanan:nyaman banget krn bahan nya lembut
Warna:hijau army

Sudah kali ke 3 pesan di sini gk mengecewakan..dpt harga terjangkau tp sprei nya oke banget ..thanks seller"
lidya_1496,1,"Warna:Tidak sesuai pesanan

Bisa dilihat pesanan dengan yang tiba, tidak sesuai"
defytam,1,Ukuran tidak sesuai ukuran 180 tapi tdk bisa dipakai ke kasur dgn ukuran sama
anandacitra01,5,"Warna:abu tua
Tekstur:lembut
Kenyamanan:nyaman

ntar aku beli disini lagi ah, soalnya adem hehehe"
d*****1,4,"Warna:hitam
Tekstur:cukuo lembut
Kenyamanan:cukup nyaman

Barang sesuai dengan pesanan harganya cukup murah pengirimannya cukup cepat mantap"
pn97k3rg7z,5,"Bahannya adem sesuai eksekusi yg di inginkan,  harga mirmer kualitas baik, trimakasih"
dewiwijayantie99,5,"Kualitas:bagus
Tampilan:bagus
Performa:oke

Ada yang di refund barangnya dikasih tau langsung di bungkus paketnya, Terima kasih proses refaund juga cepat"
vellaanifatulizza,5,"Tekstur:lembut
Kenyamanan:nyaman
Warna:maroon

Pengiriman cepat respon penjual baik 
Terimakasih seller semoga tetep amamah"
sucisoenirdja,5,"Kenyamanan:nyaman bahan ga bikin gerah

Ternyata kualitasnya bagus untuk harga segini worth to buy banget, terus aku kira cuma beli sprei aja gataunya satu set sama sarung bantal guling. Aih.. cucok pokonya"
wicaksana97,4,"Tekstur:lembut
Warna:pesen warna malibu yg datang bby blue"
n*****1,5,"Warna:Menarik
Tekstur:Bagus
Kenyamanan:Nyaman

Alhamdulillah paketnya sudah datang,mntap pokoknya"
muhammadagusss,5,"Kenyamanan:adem bahannya
Tekstur:lembut
Warna:hitam

spreinya adem. mudah2n habis di cuci gak belel warnanya"
octavia608,5,"Tekstur:lembut dan nyaman
Kenyamanan:sangat nyaman
Warna:kubus

Kainnya adem terus lembut gak bikin gerah, nyaman banget dehh"
rika_rosdiana785,5,"Sprei nya lumayan adem lembut,mudah²an awet..pengiriman nya cepet jg next order lagi warna yg lain..👍👍"
megayanuari,5,"kualitas bagus, kainnya halus ya untuk harga 70an dengan kualitas kain begini menurutku murah, kainnya adem engga panas"
j*****1,5,"Tekstur:Tekstur halus
Warna:Sesuai gambar
Kenyamanan:Nyaman digunakan

Bahan bagus nyaman digunakan."
ceceniskandar,5,"Warna:menarik
Tekstur:lembut dan nyaman pas juga di kasur
Kenyamanan:sangat nyaman

Next order lagi spreinyaaa bagus2 semuaaa ❤️❤️❤️"
y*****a,5,"Kualitas:mantap
Tampilan:halus , adem
Performa:oke"
amanyjyla,5,bagus cepat halus ukuran sesuai hanya saja tali guling harus manual memasukan sendiri tapi sangat ok murah
nurazisah252,5,"Tekstur:kain katun premium beneran halus
Warna:army
Kenyamanan:blum di cobain siii

Tolong untuk jahitan pinggirnya bisa dibuat lebih rapi lagi . 
Dan Klo bisa sisa benangx di brsihkan dulu sblum di packing 🙏"
uthyn02,5,"Warna:dark grey
Tekstur:halus lembut
Kenyamanan:sejuk banget

Rekomended banget nih sama sprei home made yang satu ini ,,,work it sih buat hrga segitu thanks seller"
damzu,5,"Tekstur:lembut
Kenyamanan:nyaman
Warna:sesuai

sangat bagus barang jg riel pick 
 cantik banget kain nya lembut. nyman dipakai. semoga awet dech. tapi lila ny kurang terang. gk PP tpi bagus mantul."
j*****n,5,"Warna:sesuai gambar
Tekstur:tekstur halus dan lembut
Kenyamanan:bahan katun enak

Bahan dari katun,enak dan lembut...nyaman sekali kain dingin meskipun harga murah dikantong dan pengiriman cepat"
t*****a,5,"Warna:navy blue
Tekstur:halus
Kenyamanan:nyaman dan lembut

Suka banget.. pas dengan kasur aku, lembut dan halus.. sudah aku cuci dan ku coba pakai nyaman banget.. next mau beli warna lainnya"
febbyramapratiwi,1,"Tidak sesuai pesanan, tanpa konfirmasi dipesan warna hitam dikirim warna biru"
zirasartikadewi,5,"Tekstur:bagus lembut
Warna:pas lah
Kenyamanan:iya nyaman .

Seuai harga bagus bgt kalian hrus beli. Di spring bed ku pas bgt ga geser2"
m*****7,5,"Warna:bagus
Tekstur:bagus
Kenyamanan:bagus

Terimakasih barang sudah sampai packing sangat rapih dan sesuai dengan pesanan"
nawangstywn21,4,"Tekstur:sangat lembut dan pas nyaman
Kenyamanan:sangat nyaman di gunakan
Warna:abu tua

Ntappp lah"
thutikkctk,5,"Warna:dingin dan enak
Tekstur:halus lembut sekali
Kenyamanan:sangat puas next order lagi

silahkan teman teman order disini"
khrisnamanua,4,"Tampilan:bagus
Kualitas:bagus
Performa:bagus

Barang diterima dengan baik dengan kondisi bagus"
a*****o,5,"Tekstur:bagus
Warna:bagus
Kenyamanan:nyaman

Alhamdulillah paket sudah sampai dengan Selamat Kwalitas bagus terima Kasih buat sellernya semoga Sukses Selalu...!!!"
n*****a,5,"Maaf baru kasih nilai, barang dah sampai. Terima kasih banyak"
r*****1,4,"Dari segi harga dengan kualitas cukup wort it, respon cukup baik"
a*****e,5,Pengiriman barang bagus kualitas produk bagus harga terjangkau murah
cameraderry,5,"Pesanan sesuai, bahan bagus, pengiriman nya juga cepat"
muhamad_iswahyudi,5,"Warna:sesuai
Tekstur:halus
Kenyamanan:cukup nyaman

Barang berkualitas, harga bersahabat dan pengiriman cepat."
mudadick,2,"Warna:ok
Tekstur:kasar, tipis. ,
Kenyamanan:jujur saya kurang nyaman

Saya kurang nyaman, karna kainnya tu kasar,tipis, trus klw aku tiduran lama rasanya kaya perih di kulit gitu loh,, 
Bahanya juga tipis bangt
Tapi untuk harga lumayan murah yaa,,,
Yaahh,,, ada ada harga ada kualitas lah ya"
v*****3,5,"Warna:baby blue
Tekstur:lembut
Kenyamanan:bngttt

Bagus kali sumpah, udh ke 2 kali nya aku beli disini, gk pernah kecewa, bakal jadi langganan sih"
redisred1,5,"Tekstur:Nyaman
Kenyamanan:Iya
Warna:Abu Tua

Produk sesuai dengan deskripsi, lengkap, pengiriman cepat, bagus."
astro.thrifted,4,"Beli 2 dikirim 1, katanya bakal direfund tapi respon sangat slow"
olvi141064,5,"Tekstur:kainnya katun halus
Kenyamanan:adem ainnya
Warna:warnanya kalem

Packing
 rapi dan pengirimannya cepat, tiba dgn selamat. Pokoknya ok deh thanks ya seller"
fikanoval,5,"Warna:bagus sesuai gambar
Tekstur:lembut nyaman dingin
Kenyamanan:memuasakan

good bgt"
wildanannaqsabandi,5,"Warna:SANGAT BAGUS & RIL ICT
Tekstur:LEMBUT NYAMAN & ADEM
Kenyamanan:wort it

Terimakasih kak pesnananaya Udha sampe sesuai rilpik"
laraskanitagumayantidp,5,"Tampilan:ok
Performa:baik
Kualitas:lembut ga tipis

Baik"
sansan0906,5,"Tekstur:lembut
Kenyamanan:bagus
Warna:sesuai

Sesuai pesanan"
zivanaahyasyafira776,5,"Warna:lembut dan sesuai gambar
Tekstur:tekstur halus
Kenyamanan:sangat nyaman di gunakan

Pertama order dan barangnya ternyata bagus, sesuai ekspektasi."
e*****9,5,"Tekstur:lembut
Kenyamanan:adem
Warna:abu2 sama cream

Pengiriman cepett bangtt baru 2 hri udh sampe barang jga aman jaitan rapih kain lembuttt mksh🥰"
wiwindaaulia.11,5,Ok pas bagus sesuai juga maksih jahitannya juga rapi jadi suka deh bes lah pokoknya makasih banyak
f*****7,5,"Warna:hutam
Tekstur:adem
Kenyamanan:belum dicoba

Baru beli baru mau coba semoga cocok"
l*****9,5,"Warna:bagus
Tekstur:bagus
Kenyamanan:lembut

Alhamdulillah barang sudah datang dengan pengemasan yang sangat rapi dan pengiriman yang sangat cepat"
t*****7,5,"Tekstur:lembut
Kenyamanan:nyaman
Warna:sesuai

Barang cepat sampai respon penjual juga baik terimakasih untuk produkny"
meilaniwahyup27,5,"Warna:lembut
Tekstur:lembut,dingin
Kenyamanan:nyaman saat digunakan

yg coklat tua ini bahannya bagussss dingin, lembut"
v*****a,5,"Warna:warna terang
Tekstur:bahan ny lembut
Kenyamanan:puas

Warna ny sesuai pict, bahan ny lembut, tpi lumayan panas. Sesuai sih ama price nya"
nabil090807,5,"Kualitas:kualitas sangat baik
Performa:baik
Tampilan:oke barang sangat lembut

Barang sudah di Terima kurir ramah barang tidak mengecewakan"
rezi_sellaaaaaa,5,"Warna:bagus realpict
Tekstur:sangat nyaman lembut
Kenyamanan:baikk baguss"
cennyazrenpiola,1,"Bro klau mau untung jangan menipu org ya!, ndakppalah uang saya di ambil saya sumbangkan saja. Kasian org yg perlu barangnya tpi tidak dikrim paket direfund ndak ada permberitahuan di chat juga ndak di blas pdhal toko online saja. Saangat kecewa. Dahlah kapok."
zahra_nisa1756,5,"Tampilan:ok
Kualitas:ok
Performa:ok

Bahan adem, ga bikin gerah,,, baggguussssss 👍🏻👍🏻👍🏻👍🏻😄😄"
p*****o,5,"Tekstur:lembut
Kenyamanan:nyaman
Warna:warna sesuai

dengan harga segitu terjangkau ya lumayan, cuma sarung bantalnya ada yg sobek dikit"
a*****a,5,"Warna:sesuai pesanan
Tekstur:lumayan
Kenyamanan:puas

Dapat 2 sarung bantal, dan 2 sarung guling"
azizahhnurul,5,"Alhamdulillah udah dateng, lgsg tak pasang ternyata bagus🤗😍"
s*****1,4,"Warna:lembut
Tekstur:baik
Kenyamanan:baik

Bagus tapi sayang pesen warna hitam yg di kirim warna nevy selain itu bagus ,semoga lebih teliti"
kumasarii,5,"Warna:abu abu
Tekstur:bahan halus
Kenyamanan:sangat nyaman dipakai ."
aztimubarok1985,5,"Tekstur:lembut
Kenyamanan:sangat nyaman
Warna:warna produk sesuai

Pengiriman cepat, seller ramah dan fast respon. Thank seller"
t*****2,4,"Dari bahan yang adem, dan halus. Jahitan juga rapi, ada karet disetuap sudutnya"
f4dli1213,1,"Jual ko ga amanah, di gambar tertera 2 bantal 2 guling yg datang cuma 1,1 nipu dong nama nya ini😏"
o*****8,5,"Tekstur:lembut
Kenyamanan:terasa sejuk dan nyaman
Warna:bagus

Kainnya bagus...lembut..tidak terlalu terlalu tipis..baguss👍👍"
l*****i,5,"Warna:warna sesuai dengan ekspektasi yang ada
Tekstur:tekstur lumayan halus sesuai dgn harganya
Kenyamanan:sangat memuaskan"
novisetiawati216,5,"Warna:hijau sage
Tekstur:halus
Kenyamanan:nyaman

Alhamdulillah seprei nya bagus, pas di bed nya..
Bakal beli lagi nih"
ikah1602,5,"Warna:bagus
Tekstur:lembut
Kenyamanan:nyaman

Paket datang dengan tepat. Dan barangnya bagus"
kerentsusi,5,"Warna:lembut
Tekstur:lembut
Kenyamanan:nyaman

Barang sesuai pesanan, harga murah. Packing rapi, pengiriman cepat."
d*****m,4,"Tekstur:kain lembut dan dingin
Warna:putih 180x200
Kenyamanan:belum di coba, semoga nyaman dan bikin tidur nyenyak hhii"
e*****l,5,"Warna:mocca abu
Tekstur:lembut
Kenyamanan:sangat nyaman

Foto.a nggak ada yaaaah guuys, tapi baguuuus kook puaaas banget muraaah juga, recommended deeeh pokoknya"
conk_cionik1984,5,"Kenyamanan:lembuuut
Tekstur:elastis
Warna:sesuai pesanan

Jangan ragu dan bimbang, langsung chekout aja"
5*****_,5,"Warna:sesui gambar
Tekstur:lembut
Kenyamanan:puas

Rekomendit bngty"
8fh54jsd7k,5,"Warna:baby blue
Tekstur:lembut dan nyaman
Kenyamanan:adem

Bagus, sesuai deskripsi dan harga. Thank u seller."
227ahi496j,5,"Kualitas:bagus

untuk harga segini bagus banget barangnya..tak pikir sprei doang..eh ternyata ada sarung bantal gulingnya juga
makasih yaa
warnanya juga soft bgt
suka deh pkoknya"
2pgb2dmpqf,5,"Warna:sesuai gambar
Tekstur:halus dn lembut
Kenyamanan:nyaman banget dipakai pokoknya realpict sepreinya,bagus,nd mengecewakan kita,dpt 2 sarung bantal guling,dn 2 sarung bantal🤗"
j*****1,5,"Warna:hitam dan army
Tekstur:lembut
Kenyamanan:nyaman"
a*****a,5,"Warna:warna produk sesuai dengan foto
Tekstur:sangat lembut dan nyaman
Kenyamanan:terasa sejuk saat dipakai"
r*****n,4,"Warna:sesuai
Tekstur:lembut
Kenyamanan:nyaman

lumayan tipis tapi worth it"
rahmansyahkembar,5,"Warna:cerah
Tekstur:lembut
Kenyamanan:nyaman

Sudah sampai semoga yg d kasi hadiah senang menggunakan nya"
raja4y7y347t,5,"Tekstur:lembut halus
Warna:hitam bagus pekat
Kenyamanan:sejukk adem

cocok buat tidur buat tekstur bagus"
yusuf_rifai1,5,"Tekstur:lembu
Kenyamanan:halus
Warna:coksu

Bagus bagus bagus lembut lembu halus halus, top"
20082021hb,5,"Warna:cerah
Tekstur:sangat lembut nyaman
Kenyamanan:adem banget

Koleksi ke-2 next order lagi. Suka bgt"
miladahlia30,4,"Warna:bagus
Tekstur:lembut
Kenyamanan:sangat bagus dan nyaman"
p*****2,5,"Bahannya enakk bangettt, beli 1 karna liat bahan dlu , next bakal order warna lain lagi , tengkyu"
tikakurniasi,5,"Warna:Abu tua
Tekstur:ringan, lembut
Kenyamanan:nyaman, rapih

Rekomended, sesuai dgn Gambar 😍😍😍"
auliyaha,5,"packaging rapi tapi tidak pakai kardus,semoga awet barang insyaallah bagus"
enorspt422,3,"Warna:abu tua,180x200
Tekstur:lumayan
Kenyamanan:lumayan

Neks mau pesan lagi warna lain pengiriman lumayan cepat"
s*****i,5,"Warna:warna bagus mayan pekat
Tekstur:tektur bahan halus hangat
Kenyamanan:sejuk saaat dipakai"
a*****a,5,"thanks buat toko ini, barangnya bagus, cakep, kapan2 mau order lagi disini lagi, thanks admin"
via21desember,4,"Tekstur:lembut
Warna:warna sesuai dengan pesanan blue web
Kenyamanan:nyaman

Next order lagiii disinii"
n*****8,5,"Warna:warnanya warna yang aku suka
Tekstur:lembutlah lumayan
Kenyamanan:belok dicoba"
tenisusilawati927,1,"Warna:abu

Beli 2 datang nya cuman satu bilang mau di kembaliin uang nya di tf tapi sampai sekarang belum juga di tf ngapokin"
groho01,5,"Tekstur:sangat lembut dan nyaman
Kenyamanan:enak adem
Warna:sesuai gambar

terima kasih untuk tokonya semoga berkah dan di lancarkan terus rezekinya 🙏🙏🙏"
yanti_rosita86,5,"Warna:bgt sesuai sama exspetasi
Tekstur:kaina bagus adem bgt tebel lembut
Kenyamanan:sgt nyaman

Saya suka sesuai seprainya  ok pokonya aku sukaaaaaa"
via_viona,1,"Ukuran kekecilan terus ak return spreinya , stlah barang return dr sy udh dtrima oleh penjual . pnjual tidak respon lgi 😃"
handoyoprayogo_,5,"Warna:bagus sekali
Tekstur:enak
Kenyamanan:mantab

Saya suka warna yang polos..."
ydistama,4,"Warna:sangat bagus
Tekstur:lembut adem
Kenyamanan:kelihatannya sih nyaman

sangat rekomended"
nidarahmadinaaa,5,"Warna:mantap
Tekstur:lembut
Kenyamanan:adem

Dg harga segini dpt segitu wow banget"
whyu0386,4,"Warna:bagus, sesuai dengan pesanan
Tekstur:halussssssssssss
Kenyamanan:nyaman dan lembut"
lismawidyarni,5,"Warna:coklat tua
Tekstur:lembut dan lumayan tebal
Kenyamanan:nyaman

mantap 👍🏻"
b1smut,5,"Warna:sesuai
Tekstur:halus
Kenyamanan:sejuk dan nyaman

bahanya ga bikin panas"
a*****i,5,"Warna:sesuai
Tekstur:lembut
Kenyamanan:nyaman

Nice"
mitaheru21,3,"pesan coklat tua dikasihnya hitam, misalnya stok habis kenapa gak dikonfirmasi ke pembeli sih"
v*****n,5,"Tekstur:halus
Warna:mocca
Kenyamanan:nyaman dipakai

ni udh order ke2 kalix"
d*****i,5,"Warna:menarik
Tekstur:lembut
Kenyamanan:sejuk

Bagikan penilaianmu sekarang , barang sampai aman bagus lembut baik"
putuswandana688,4,"Tekstur:oke
Kenyamanan:oke
Warna:oke

Hanya terlalu polos tanpa corak sama sekali"
